File,# of Commits,"corr(LOC, IntraCD)","corr(LOC, InterCD)","corr(LLOC, IntraCD)","corr(LLOC, InterCD)","corr(Entities, IntraCD)","corr(Entities, InterCD)"
activemq-unit-tests/src/test/java/org/apache/activemq/JmsCreateConsumerInOnMessageTest.java,11,0.911,0.911,0.911,0.911,0.674,0.674
activemq-unit-tests/src/test/java/org/apache/activemq/JmsDurableQueueWildcardSendReceiveTest.java,10,-0.779,-0.779,-0.779,-0.779,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsDurableTopicSendReceiveTest.java,13,-0.74,-0.74,-0.74,-0.74,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsDurableTopicWildcardSendReceiveTest.java,10,-0.383,-0.383,-0.383,-0.383,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsQueueBrowserTest.java,24,0.986,0.986,0.986,0.986,0.989,0.989
activemq-unit-tests/src/test/java/org/apache/activemq/JmsQueueCompositeSendReceiveTest.java,15,0.1,0.1,0.1,0.1,0.116,0.116
activemq-unit-tests/src/test/java/org/apache/activemq/JmsQueueSelectorTest.java,2,nan,nan,nan,nan,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsQueueSendReceiveTwoConnectionsTest.java,4,-0.333,-0.333,-0.333,-0.333,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsQueueTopicCompositeSendReceiveTest.java,11,0.334,0.334,0.334,0.334,nan,nan
activemq-broker/src/test/java/org/apache/activemq/JmsQueueTransactionTest.java,20,-0.777,-0.777,-0.777,-0.777,-0.646,-0.646
activemq-unit-tests/src/test/java/org/apache/activemq/JmsQueueWildcardSendReceiveTest.java,12,0.788,0.788,0.788,0.788,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsRedeliveredTest.java,16,0.413,-0.863,0.413,-0.863,0.477,-0.893
activemq-unit-tests/src/test/java/org/apache/activemq/JmsSendReceiveTestSupport.java,18,-0.791,-0.791,-0.791,-0.791,-0.752,-0.752
activemq-unit-tests/src/test/java/org/apache/activemq/JmsSessionRecoverTest.java,10,0.915,0.915,0.915,0.915,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTempDestinationTest.java,23,0.974,-0.785,0.974,-0.785,0.996,-0.853
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTestSupport.java,21,0.945,0.945,0.945,0.945,0.963,0.963
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicCompositeSendReceiveTest.java,11,0.334,0.334,0.334,0.334,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicRedeliverTest.java,15,0.859,0.859,0.859,0.859,0.865,0.865
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicRequestReplyTest.java,13,0.256,0.256,0.256,0.256,0.891,0.891
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicSelectorTest.java,14,-0.182,-0.182,-0.182,-0.182,0.919,0.919
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicSendReceiveTest.java,14,0.115,0.115,0.115,0.115,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsTest.java,12,0.116,0.116,0.116,0.116,-0.145,-0.145
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicSendSameMessageTest.java,10,0.721,0.721,0.721,0.721,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTopicWildcardSendReceiveTest.java,14,-0.673,-0.673,-0.673,-0.673,-0.699,-0.699
activemq-broker/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java,28,-0.828,-0.828,-0.828,-0.828,-0.866,-0.866
activemq-unit-tests/src/test/java/org/apache/activemq/LargeMessageTestSupport.java,15,-0.013,-0.013,-0.013,-0.013,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/LoadTestBurnIn.java,18,0.176,0.176,0.176,0.176,-0.619,-0.619
activemq-unit-tests/src/test/java/org/apache/activemq/MessageTransformationTest.java,8,0.988,0.988,0.988,0.988,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java,28,0.8,-0.566,0.8,-0.566,0.865,-0.403
activemq-unit-tests/src/test/java/org/apache/activemq/SpringTestSupport.java,13,0.0,0.0,0.0,0.0,-0.212,-0.212
activemq-unit-tests/src/test/java/org/apache/activemq/TestSupport.java,36,0.97,0.97,0.97,0.97,0.944,0.944
activemq-unit-tests/src/test/java/org/apache/activemq/broker/BrokerBenchmark.java,18,-0.906,-0.067,-0.906,-0.067,0.672,-0.098
activemq-unit-tests/src/test/java/org/apache/activemq/broker/BrokerRestartTestSupport.java,15,0.63,0.63,0.63,0.63,0.24,0.24
